			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000205	DNA	Helitron	4745	0	0	0	109	0	0	0	0	0	0	0	148	0	0	0	0	0	233	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000498_LTR	LTR	unknown	470	0	0	0	0	0	469	0	0	0	0	0	390	360	217	275	0	80	54	42	162	0	0	141	29	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000805_INT	LTR	Copia	0	0	199	0	0	4469	0	0	0	200	0	3748	0	0	0	0	0	0	63	0	0	5129	0	74	4293	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000290	DNA	DTM	379	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000305	DNA	Helitron	868	866	428	854	0	0	878	0	861	0	0	0	896	2633	1389	1411	783	1108	681	307	333	182	168	0	404	192	317	931	675	559	452	499	1088	378	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000400	DNA	Helitron	0	0	137	0	0	1029	0	0	0	52	58	1041	453	2664	938	1854	550	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000218	DNA	DTM	705	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000045	DNA	Helitron	4084	1046	0	0	348	248	0	0	345	192	50	56	145	478	1861	982	972	1642	1852	199	805	0	239	0	0	152	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000547_LTR	LTR	Copia	455	0	476	0	0	0	0	0	522	507	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000253	DNA	DTC	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000699	DNA	Helitron	0	914	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000302_LTR	LTR	Copia	160	161	0	160	0	0	0	0	0	0	0	0	322	0	161	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000249	DNA	DTM	2883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000815_INT	LTR	Gypsy	2998	2967	20740	2954	8047	16715	1424	4487	2505	6898	0	5728	2118	11746	352	0	0	185	0	3386	3265	0	0	1432	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000031	DNA	Helitron	14098	0	0	0	62	0	0	0	0	0	75	0	0	89	0	30	127	123	150	128	118	176	276	147	1011	2203	808	0	0	149	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000549	MITE	DTA	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	258	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000723	DNA	Helitron	0	0	0	956	0	0	0	0	0	0	47	106	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000838	DNA	DTM	382	0	0	0	87	0	306	0	0	0	0	0	150	307	0	251	428	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000098	DNA	DTM	860	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000551_INT	LTR	Gypsy	4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	1282	102	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000192	DNA	Helitron	3951	85	205	181	391	0	531	13	87	0	199	138	0	166	97	0	0	0	233	0	164	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000083	DNA	DTC	3166	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000615	DNA	DTM	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	373	60	262	237	586	849	1486	788	561	969	554	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000708	MITE	DTA	272	0	0	0	0	0	0	0	0	0	233	261	0	169	0	0	0	272	0	0	0	0	81	262	0	0	185	278	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000592	DNA	Helitron	6175	0	0	673	1942	0	0	478	0	0	0	76	224	148	169	0	126	205	0	369	0	0	224	469	0	23	125	0	178	137	1836	2628	8636	7609	3928	2028	4059	720	729	0	0	0	0	0	0	0	0	0	0	0
TE_00000207	DNA	Helitron	12847	1414	148	0	0	0	0	0	52	0	140	891	787	1697	1991	996	2100	1371	1958	4169	5326	5789	11939	5937	2735	2022	1034	944	790	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000851_LTR	LTR	Copia	361	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000149	DNA	DTC	2707	675	171	1386	1409	163	0	169	168	0	384	823	228	683	279	255	50	96	691	1226	120	797	429	0	0	0	113	0	123	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000044	DNA	DTH	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000350_LTR	LTR	Copia	162	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000278	DNA	Helitron	6769	311	0	110	4300	6055	879	1302	2807	2358	1758	878	3216	1159	1606	377	2107	1189	275	1387	646	344	318	751	1099	249	497	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000277	DNA	Helitron	4499	193	0	0	0	40	62	70	0	55	60	61	62	0	321	88	226	0	0	267	227	240	54	726	350	349	398	176	620	88	158	963	253	0	312	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000173	DNA	Helitron	2428	355	292	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	212	217	90	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000257	DNA	DTM	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000675	DNA	Helitron	4387	287	0	2157	849	862	0	0	81	32	226	224	889	545	671	261	54	538	794	505	823	2311	2699	623	2557	999	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000788_INT	LTR	Gypsy	388	0	2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	450	0	2158	0	0	4096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000340	DNA	Helitron	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000258	DNA	DTM	3728	956	1053	688	234	0	0	0	0	143	0	299	142	0	0	122	0	0	124	0	0	160	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000596	DNA	Helitron	1036	1034	0	0	0	0	0	0	34	0	73	34	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000000	DNA	Helitron	1016	5227	0	0	0	1424	528	379	0	720	274	481	133	1166	453	611	1651	1435	851	190	486	209	741	1226	551	1001	684	912	229	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000633	DNA	DTC	0	1566	357	0	0	0	0	0	0	0	60	35	0	0	0	0	0	447	50	142	0	588	158	598	880	1005	132	128	63	191	0	136	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000399	DNA	Helitron	250	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000766_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	34	0	39	88	0	0	90	0	433	188	87	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	194	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000123	DNA	DTM	2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000196	DNA	Helitron	1228	0	0	1378	102	0	484	0	159	255	770	0	0	0	358	239	0	522	138	0	187	0	0	111	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000103	DNA	Helitron	10103	0	2532	6593	633	9766	9879	18934	24830	3750	34734	1603	2155	1036	1608	4028	8438	27171	13184	6212	3572	3345	2611	1187	97	899	1393	2212	2679	2006	5816	12675	5930	2577	2247	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000422_INT	LTR	Gypsy	238	4330	0	0	503	0	1212	0	1104	978	0	0	564	896	0	0	834	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000060	DNA	Helitron	6569	345	308	152	462	0	0	0	597	580	725	0	0	739	181	413	321	887	331	398	218	1705	2053	1276	1211	369	2532	3047	2178	919	904	886	340	0	0	0	465	155	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000026	DNA	DTC	1476	0	442	0	0	40	0	0	113	74	0	68	199	60	263	610	402	76	597	86	0	0	0	0	0	0	298	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000227	DNA	Helitron	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000497	DNA	Helitron	0	197	185	0	0	299	304	946	2528	7236	6881	2006	1970	431	0	64	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000578_LTR	LTR	Gypsy	871	865	0	521	1201	0	0	1151	0	620	0	863	0	37	435	0	0	0	0	0	0	0	0	0	2105	0	120	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000001_INT	LTR	Gypsy	1217	0	0	295	5859	650	753	5980	0	7370	5072	10097	6194	0	137	115	135	6047	814	4793	5411	9269	1230	0	1091	2008	165	1210	0	764	66	2110	0	229	550	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000410	DNA	Helitron	1171	0	0	0	2340	2289	4027	0	0	0	0	0	0	0	83	294	225	37	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000796_LTR	LTR	Copia	440	877	1762	839	0	439	0	445	0	0	0	0	0	0	402	0	321	0	0	0	0	0	276	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000050	DNA	Helitron	6814	0	0	0	0	0	0	132	350	374	92	372	1050	861	2064	1159	2099	1368	368	712	2807	1442	1549	112	611	784	702	359	376	332	333	166	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000315	DNA	Helitron	260	0	0	0	0	0	0	51	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000228	DNA	Helitron	5404	0	1309	0	1266	16945	15315	6016	284	1549	648	0	0	0	192	0	0	0	341	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000374_INT	LTR	Gypsy	4857	0	0	0	87	0	0	9909	2082	0	854	0	0	144	0	43	0	0	146	0	0	649	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000752_INT	LTR	unknown	836	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	64	0	68	0	0	0	65	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000524_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000226	DNA	DTH	2300	206	965	0	205	261	79	0	95	0	260	0	260	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000560_LTR	LTR	unknown	2308	0	2306	0	0	2230	3410	167	0	0	122	0	0	81	1141	82	0	982	235	338	395	392	89	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000153	DNA	Helitron	7264	0	632	118	498	731	6308	3912	714	1366	69	0	457	627	701	593	655	1418	0	801	0	0	233	71	484	248	275	545	0	0	211	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000087	DNA	Helitron	7127	2506	265	1639	4058	1800	824	884	0	131	0	0	395	0	0	167	839	152	691	267	169	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000698_INT	LTR	unknown	1591	0	46	27	0	143	424	503	2144	4238	2034	1461	4377	3163	2650	2446	1090	3627	735	865	613	372	955	303	447	528	189	292	188	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000750	DNA	DTH	1266	0	0	610	622	386	0	94	466	330	171	355	404	292	746	647	357	590	640	196	545	42	191	193	137	0	0	15	179	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000751_LTR	LTR	Copia	502	502	0	0	0	0	0	0	0	74	0	0	93	0	0	433	0	746	417	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000337	DNA	Helitron	402	0	0	0	0	678	439	2896	1822	987	614	686	0	0	203	157	0	0	532	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000020	DNA	Helitron	7062	1948	150	603	263	0	0	39	82	0	0	117	0	1507	1374	1532	1230	2028	2457	3572	2643	2308	1201	1188	2321	1487	957	565	674	0	0	365	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000726_INT	LTR	Copia	9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2507	0	1698	0	0	0	1434	2382	1187	680	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000583_INT	LTR	Gypsy	0	0	0	0	0	194	894	2434	2433	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000267	DNA	Helitron	2171	586	205	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000156	MITE	DTM	366	0	0	0	0	0	0	0	0	0	46	0	0	0	0	135	0	0	0	0	0	113	87	0	0	0	0	252	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000280	DNA	Helitron	1614	9047	0	186	3269	0	505	558	1173	113	0	1506	922	7	1224	489	2496	132	2673	674	229	996	2848	6103	529	6922	3059	3860	9035	6183	10183	5338	1248	3400	5149	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0
TE_00000770_INT	LTR	Gypsy	7022	0	155	0	124	1702	1986	1200	4330	2968	2531	123	3807	1545	189	122	217	97	2932	352	1115	1154	5178	1171	1171	4461	813	1365	3729	0	0	408	1051	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000886	DNA	DTA	1398	0	0	0	0	0	0	387	204	0	533	172	0	0	100	144	0	0	384	0	0	0	595	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000420	DNA	Helitron	4253	0	4254	187	2624	0	0	0	1581	3856	411	1226	2325	3743	0	3156	2619	710	163	0	1898	0	173	0	223	0	0	79	0	0	307	124	1165	0	612	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000773	DNA	Helitron	0	463	0	0	443	0	33	0	0	0	0	862	0	246	0	289	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000705_LTR	LTR	Copia	680	340	0	354	682	0	0	681	0	0	0	0	470	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000217	DNA	Helitron	7990	623	90	1046	70	2730	5837	937	44	225	217	547	254	558	899	764	574	892	599	1162	329	512	412	78	306	185	79	704	610	339	0	487	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000320_LTR	LTR	Copia	509	507	1527	0	0	0	0	492	0	0	0	499	1026	0	140	0	0	0	0	141	0	625	0	442	0	342	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000307_INT	LTR	Copia	3427	0	0	0	0	0	0	0	0	0	52	222	0	0	0	0	0	0	0	0	0	0	0	0	0	131	552	0	249	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000368	DNA	DTT	1975	0	0	0	0	0	291	0	0	0	0	147	327	113	169	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000544	DNA	Helitron	0	1337	0	0	0	292	1257	293	1342	1160	3194	3131	2855	479	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000591_INT	LTR	unknown	2948	0	629	7324	15440	14096	62104	32741	14007	7456	1713	4717	0	82	2065	0	0	0	0	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000810_LTR	LTR	Copia	570	0	0	1139	568	0	0	562	0	0	566	1122	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000235	DNA	Helitron	3407	0	294	1258	104	665	0	737	528	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000262	DNA	DTH	1488	0	0	0	0	0	0	111	0	0	0	0	0	110	0	188	0	247	0	0	145	0	0	154	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000288_INT	LTR	Gypsy	4682	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	56	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000460	DNA	Helitron	0	543	552	1071	1559	2214	552	1426	1001	138	284	108	161	0	887	1487	1408	878	271	261	69	0	58	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000342_LTR	LTR	Copia	175	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000574_LTR	LTR	Copia	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000097	DNA	Helitron	8610	67	200	1045	841	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000611_LTR	LTR	Gypsy	27	287	0	287	0	0	0	0	0	0	0	283	0	0	0	0	0	0	116	0	116	290	527	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000367_LTR	LTR	Copia	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000504_INT	LTR	unknown	1126	0	0	0	199	198	0	99	0	0	0	327	409	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000763	DNA	DTM	3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	56	0	93	0	220	0	0	0	0	0	0	0	498	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000170	DNA	DTH	2938	0	0	0	0	0	0	0	0	106	0	0	70	184	126	92	55	13	330	132	292	206	171	74	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000541_INT	LTR	Gypsy	4652	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	41	0	0	0	0	0	0	4499	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000451_LTR	LTR	Gypsy	853	0	44	57	1082	1236	1419	546	2930	1637	1798	3722	3612	6899	10644	3214	6092	6880	9785	6354	11371	12562	12742	20980	16583	3663	1502	1505	288	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000806_LTR	LTR	Gypsy	347	0	0	0	332	0	0	170	152	368	0	0	0	0	0	0	0	0	187	300	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000039	DNA	DTM	903	273	52	0	0	34	130	0	0	0	39	128	39	221	0	270	0	300	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000704_INT	LTR	unknown	1847	0	6249	660	704	72	1128	0	280	0	384	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000616_LTR	LTR	Copia	382	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000317	MITE	DTM	438	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	84	262	247	234	423	348	154	394	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000230	DNA	DTM	2831	0	38	0	0	0	175	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000114	DNA	Helitron	11485	90	109	0	0	0	2509	1081	240	62	38	0	74	343	0	164	308	161	76	736	0	452	175	185	464	640	457	623	680	538	777	505	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000775_INT	LTR	unknown	2336	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000839	DNA	Helitron	772	0	0	2246	732	743	697	0	0	1929	0	804	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000884_LTR	LTR	Copia	111	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000046	DNA	DTC	1397	398	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000809_LTR	LTR	Copia	152	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
